sku_id,description,selected_model,model_family,selection_observations
22259,FELT FARM ANIMAL HEN,moving_average_7,statistical,14
22260,FELT EGG COSY BLUE RABBIT,seasonal_naive_lag_7,statistical,14
22261,FELT EGG COSY WHITE RABBIT,lstm,deep_learning,14
22262,FELT EGG COSY CHICKEN,lstm,deep_learning,14
22263,FELT EGG COSY LADYBIRD,seasonal_naive_lag_7,statistical,14
22264,FELT FARM ANIMAL WHITE BUNNY,moving_average_7,statistical,14
22265,EASTER DECORATION NATURAL CHICK,naive_lag_1,statistical,14
22266,EASTER DECORATION HANGING BUNNY,lstm,deep_learning,14
22267,EASTER DECORATION EGG BUNNY,lstm,deep_learning,14
22268,DECORATION SITTING BUNNY,naive_lag_1,statistical,14
22269,EGG CUP NATURAL CHICKEN,weekday_seasonal_mean,statistical,14
22270,HAPPY EASTER HANGING DECORATION,seasonal_naive_lag_7,statistical,14
22271,FELTCRAFT DOLL ROSIE,xgboost,machine_learning,14
22272,FELTCRAFT DOLL MARIA,moving_average_7,statistical,14
22273,FELTCRAFT DOLL MOLLY,weekday_seasonal_mean,statistical,14
22274,FELTCRAFT DOLL EMILY,weekday_seasonal_mean,statistical,14
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,moving_average_7,statistical,14
22276,WASH BAG VINTAGE ROSE PAISLEY,moving_average_7,statistical,14
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,lstm,deep_learning,14
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,seasonal_naive_lag_7,statistical,14
22279,POCKET BAG BLUE PAISLEY RED SPOT,weekday_seasonal_mean,statistical,14
22280,POCKET BAG PINK PAISELY BROWN SPOT,lstm,deep_learning,14
22281,EASTER TREE YELLOW BIRDS,moving_average_7,statistical,14
22282,12 EGG HOUSE PAINTED WOOD,lstm,deep_learning,14
22283,6 EGG HOUSE PAINTED WOOD,lstm,deep_learning,14
22284,HEN HOUSE DECORATION,lstm,deep_learning,14
22285,HANGING HEN ON NEST DECORATION,lstm,deep_learning,14
22286,DECORATION WOBBLY RABBIT METAL,lstm,deep_learning,14
22287,DECORATION WOBBLY CHICKEN,lstm,deep_learning,14
22288,HANGING METAL RABBIT DECORATION,seasonal_naive_lag_7,statistical,14
22289,HANGING METAL CHICKEN DECORATION,seasonal_naive_lag_7,statistical,14
22290,UNKNOWN,moving_average_7,statistical,14
22291,HANGING CHICK CREAM DECORATION,seasonal_naive_lag_7,statistical,14
22292,HANGING CHICK YELLOW DECORATION,lstm,deep_learning,14
22293,HANGING CHICK GREEN DECORATION,lstm,deep_learning,14
22294,HEART FILIGREE DOVE SMALL,xgboost,machine_learning,14
22295,HEART FILIGREE DOVE LARGE,lstm,deep_learning,14
22296,HEART IVORY TRELLIS LARGE,xgboost,machine_learning,14
22297,HEART IVORY TRELLIS SMALL,lstm,deep_learning,14
22299,PIG KEYRING WITH LIGHT & SOUND,lstm,deep_learning,14
22300,COFFEE MUG DOG + BALL DESIGN,lstm,deep_learning,14
22301,COFFEE MUG CAT + BIRD DESIGN,lstm,deep_learning,14
22302,COFFEE MUG PEARS DESIGN,weekday_seasonal_mean,statistical,14
22303,COFFEE MUG APPLES DESIGN,gru,deep_learning,14
22304,COFFEE MUG BLUE PAISLEY DESIGN,seasonal_naive_lag_7,statistical,14
22305,COFFEE MUG PINK PAISLEY DESIGN,naive_lag_1,statistical,14
22306,SILVER MUG BONE CHINA TREE OF LIFE,lightgbm,machine_learning,14
22307,GOLD MUG BONE CHINA TREE OF LIFE,weekday_seasonal_mean,statistical,14
22308,TEA COSY BLUE STRIPE,weekday_seasonal_mean,statistical,14
22309,TEA COSY RED STRIPE,lstm,deep_learning,14
22310,IVORY KNITTED MUG COSY,lstm,deep_learning,14
22311,OFFICE MUG WARMER BLACK+SILVER,weekday_seasonal_mean,statistical,14
22312,OFFICE MUG WARMER POLKADOT,lightgbm,machine_learning,14
22313,OFFICE MUG WARMER PINK,lstm,deep_learning,14
22314,OFFICE MUG WARMER CHOC+BLUE,lstm,deep_learning,14
22315,200 RED + WHITE BENDY STRAWS,lstm,deep_learning,14
22316,200 BENDY SKULL STRAWS,lstm,deep_learning,14
22317,FIVE CATS HANGING DECORATION,seasonal_naive_lag_7,statistical,14
22318,FIVE HEART HANGING DECORATION,seasonal_naive_lag_7,statistical,14
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,lstm,deep_learning,14
22320,BIRDS MOBILE VINTAGE DESIGN,naive_lag_1,statistical,14
22321,BIRD DECORATION RED RETROSPOT,lightgbm,machine_learning,14
22322,BIRD DECORATION GREEN POLKADOT,naive_lag_1,statistical,14
22323,UNKNOWN,moving_average_7,statistical,14
22324,BLUE POLKADOT KIDS BAG,lstm,deep_learning,14
22325,MOBILE VINTAGE HEARTS,lstm,deep_learning,14
22326,ROUND SNACK BOXES SET OF4 WOODLAND,lightgbm,machine_learning,14
22327,ROUND SNACK BOXES SET OF 4 SKULLS,weekday_seasonal_mean,statistical,14
22328,ROUND SNACK BOXES SET OF 4 FRUITS,seasonal_naive_lag_7,statistical,14
22329,ROUND CONTAINER SET OF 5 RETROSPOT,xgboost,machine_learning,14
22331,WOODLAND PARTY BAG + STICKER SET,weekday_seasonal_mean,statistical,14
22332,SKULLS PARTY BAG + STICKER SET,weekday_seasonal_mean,statistical,14
22333,RETROSPOT PARTY BAG + STICKER SET,weekday_seasonal_mean,statistical,14
22334,DINOSAUR PARTY BAG + STICKER SET,lstm,deep_learning,14
22335,HEART DECORATION PAINTED ZINC,lightgbm,machine_learning,14
22336,DOVE DECORATION PAINTED ZINC,moving_average_7,statistical,14
22337,ANGEL DECORATION PAINTED ZINC,lightgbm,machine_learning,14
22338,STAR DECORATION PAINTED ZINC,seasonal_naive_lag_7,statistical,14
22339,CHRISTMAS TREE PAINTED ZINC,weekday_seasonal_mean,statistical,14
22340,NOEL GARLAND PAINTED ZINC,xgboost,machine_learning,14
22341,LOVE GARLAND PAINTED ZINC,lstm,deep_learning,14
22342,HOME GARLAND PAINTED ZINC,naive_lag_1,statistical,14
22343,PARTY PIZZA DISH RED RETROSPOT,lstm,deep_learning,14
22344,PARTY PIZZA DISH PINK POLKADOT,naive_lag_1,statistical,14
22345,PARTY PIZZA DISH BLUE POLKADOT,lstm,deep_learning,14
22346,PARTY PIZZA DISH GREEN POLKADOT,naive_lag_1,statistical,14
22347,UNKNOWN,moving_average_7,statistical,14
22348,TEA BAG PLATE RED RETROSPOT,weekday_seasonal_mean,statistical,14
22349,DOG BOWL CHASING BALL DESIGN,lstm,deep_learning,14
22350,ILLUSTRATED CAT BOWL,lstm,deep_learning,14
22352,LUNCH BOX WITH CUTLERY RETROSPOT,seasonal_naive_lag_7,statistical,14
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,moving_average_7,statistical,14
22354,RETROSPOT PADDED SEAT CUSHION,lstm,deep_learning,14
22355,CHARLOTTE BAG SUKI DESIGN,seasonal_naive_lag_7,statistical,14
22356,CHARLOTTE BAG PINK POLKADOT,weekday_seasonal_mean,statistical,14
22357,KINGS CHOICE BISCUIT TIN,lstm,deep_learning,14
22358,KINGS CHOICE TEA CADDY,gru,deep_learning,14
22359,GLASS JAR KINGS CHOICE,lstm,deep_learning,14
22360,GLASS JAR ENGLISH CONFECTIONERY,lstm,deep_learning,14
22361,GLASS JAR DAISY FRESH COTTON WOOL,gru,deep_learning,14
22362,GLASS JAR PEACOCK BATH SALTS,weekday_seasonal_mean,statistical,14
22363,GLASS JAR MARMALADE,seasonal_naive_lag_7,statistical,14
22364,GLASS JAR DIGESTIVE BISCUITS,lstm,deep_learning,14
22365,DOORMAT RESPECTABLE HOUSE,weekday_seasonal_mean,statistical,14
22366,DOORMAT AIRMAIL,gru,deep_learning,14
22367,CHILDRENS APRON SPACEBOY DESIGN,weekday_seasonal_mean,statistical,14
22371,AIRLINE BAG VINTAGE TOKYO 78,seasonal_naive_lag_7,statistical,14
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,weekday_seasonal_mean,statistical,14
22374,AIRLINE BAG VINTAGE JET SET RED,weekday_seasonal_mean,statistical,14
22375,AIRLINE BAG VINTAGE JET SET BROWN,weekday_seasonal_mean,statistical,14
22376,AIRLINE BAG VINTAGE JET SET WHITE,weekday_seasonal_mean,statistical,14
22377,BOTTLE BAG RETROSPOT,lstm,deep_learning,14
22378,WALL TIDY RETROSPOT,lstm,deep_learning,14
22379,RECYCLING BAG RETROSPOT,xgboost,machine_learning,14
22380,TOY TIDY SPACEBOY,gru,deep_learning,14
22381,TOY TIDY PINK POLKADOT,gru,deep_learning,14
22382,LUNCH BAG SPACEBOY DESIGN,xgboost,machine_learning,14
22383,LUNCH BAG SUKI DESIGN,weekday_seasonal_mean,statistical,14
22384,LUNCH BAG PINK POLKADOT,weekday_seasonal_mean,statistical,14
22385,JUMBO BAG SPACEBOY DESIGN,weekday_seasonal_mean,statistical,14
22386,JUMBO BAG PINK POLKADOT,lstm,deep_learning,14
22389,PAPERWEIGHT SAVE THE PLANET,lstm,deep_learning,14
22390,PAPERWEIGHT CHILDHOOD MEMORIES,lstm,deep_learning,14
22391,PAPERWEIGHT HOME SWEET HOME,lstm,deep_learning,14
22393,PAPERWEIGHT VINTAGE COLLAGE,lstm,deep_learning,14
22394,PAPERWEIGHT KINGS CHOICE,naive_lag_1,statistical,14
22395,PAPERWEIGHT VINTAGE PAISLEY,weekday_seasonal_mean,statistical,14
22396,MAGNETS PACK OF 4 RETRO PHOTO,lstm,deep_learning,14
22398,MAGNETS PACK OF 4 SWALLOWS,weekday_seasonal_mean,statistical,14
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,lstm,deep_learning,14
22400,MAGNETS PACK OF 4 HOME SWEET HOME,naive_lag_1,statistical,14
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,lstm,deep_learning,14
22403,MAGNETS PACK OF 4 VINTAGE LABELS,lstm,deep_learning,14
22405,MONEY BOX POCKET MONEY DESIGN,lstm,deep_learning,14
22406,MONEY BOX KINGS CHOICE DESIGN,lstm,deep_learning,14
22407,MONEY BOX FIRST AID DESIGN,seasonal_naive_lag_7,statistical,14
22408,MONEY BOX CONFECTIONERY DESIGN,lstm,deep_learning,14
22409,MONEY BOX BISCUITS DESIGN,lstm,deep_learning,14
22410,MONEY BOX HOUSEKEEPING DESIGN,moving_average_7,statistical,14
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,weekday_seasonal_mean,statistical,14
22412,METAL SIGN NEIGHBOURHOOD WITCH,naive_lag_1,statistical,14
22413,METAL SIGN TAKE IT OR LEAVE IT,naive_lag_1,statistical,14
22414,DOORMAT NEIGHBOURHOOD WITCH,lstm,deep_learning,14
22415,WHITE TISSUE REAM,moving_average_7,statistical,14
22416,SET OF 36 SPACEBOY PAPER DOILIES,lstm,deep_learning,14
22417,PACK OF 60 SPACEBOY CAKE CASES,lstm,deep_learning,14
22418,10 COLOUR SPACEBOY PEN,weekday_seasonal_mean,statistical,14
22419,LIPSTICK PEN RED,weekday_seasonal_mean,statistical,14
22420,LIPSTICK PEN BABY PINK,weekday_seasonal_mean,statistical,14
22421,LIPSTICK PEN FUSCHIA,weekday_seasonal_mean,statistical,14
22422,TOOTHPASTE TUBE PEN,lightgbm,machine_learning,14
22423,REGENCY CAKESTAND 3 TIER,weekday_seasonal_mean,statistical,14
22424,ENAMEL BREAD BIN CREAM,weekday_seasonal_mean,statistical,14
22425,ENAMEL COLANDER CREAM,lstm,deep_learning,14
22426,ENAMEL WASH BOWL CREAM,lstm,deep_learning,14
22427,ENAMEL FLOWER JUG CREAM,moving_average_7,statistical,14
22428,ENAMEL FIRE BUCKET CREAM,naive_lag_1,statistical,14
22429,ENAMEL MEASURING JUG CREAM,xgboost,machine_learning,14
22430,ENAMEL WATERING CAN CREAM,lstm,deep_learning,14
22431,WATERING CAN BLUE ELEPHANT,lstm,deep_learning,14
22432,WATERING CAN PINK BUNNY,lstm,deep_learning,14
22433,WATERING CAN GREEN DINOSAUR,lstm,deep_learning,14
22434,BALLOON PUMP WITH 10 BALLOONS,lstm,deep_learning,14
22435,SET OF 9 HEART SHAPED BALLOONS,weekday_seasonal_mean,statistical,14
22436,12 COLOURED PARTY BALLOONS,weekday_seasonal_mean,statistical,14
22437,SET OF 9 BLACK SKULL BALLOONS,lstm,deep_learning,14
22438,BALLOON ART MAKE YOUR OWN FLOWERS,weekday_seasonal_mean,statistical,14
22439,6 ROCKET BALLOONS,weekday_seasonal_mean,statistical,14
22440,BALLOON WATER BOMB PACK OF 35,lstm,deep_learning,14
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,weekday_seasonal_mean,statistical,14
22442,GROW YOUR OWN FLOWERS SET OF 3,lstm,deep_learning,14
22443,GROW YOUR OWN HERBS SET OF 3,moving_average_7,statistical,14
22444,UNKNOWN,moving_average_7,statistical,14
22445,PENCIL CASE LIFE IS BEAUTIFUL,seasonal_naive_lag_7,statistical,14
22446,PIN CUSHION BABUSHKA PINK,seasonal_naive_lag_7,statistical,14
22447,PIN CUSHION BABUSHKA BLUE,lstm,deep_learning,14
22448,PIN CUSHION BABUSHKA RED,weekday_seasonal_mean,statistical,14
22449,SILK PURSE BABUSHKA PINK,lstm,deep_learning,14
22450,SILK PURSE BABUSHKA BLUE,lstm,deep_learning,14
22451,SILK PURSE BABUSHKA RED,moving_average_7,statistical,14
22452,MEASURING TAPE BABUSHKA PINK,lstm,deep_learning,14
22453,MEASURING TAPE BABUSHKA BLUE,lstm,deep_learning,14
22454,MEASURING TAPE BABUSHKA RED,lstm,deep_learning,14
22456,NATURAL SLATE CHALKBOARD LARGE,naive_lag_1,statistical,14
22457,NATURAL SLATE HEART CHALKBOARD,lightgbm,machine_learning,14
22458,CAST IRON HOOK GARDEN FORK,moving_average_7,statistical,14
22459,UNKNOWN,moving_average_7,statistical,14
22460,EMBOSSED GLASS TEALIGHT HOLDER,weekday_seasonal_mean,statistical,14
22461,SAVOY ART DECO CLOCK,moving_average_7,statistical,14
22464,HANGING METAL HEART LANTERN,weekday_seasonal_mean,statistical,14
22465,HANGING METAL STAR LANTERN,lightgbm,machine_learning,14
22466,FAIRY TALE COTTAGE NIGHT LIGHT,weekday_seasonal_mean,statistical,14
22467,GUMBALL COAT RACK,seasonal_naive_lag_7,statistical,14
22468,BABUSHKA LIGHTS STRING OF 10,lstm,deep_learning,14
22469,HEART OF WICKER SMALL,weekday_seasonal_mean,statistical,14
22470,HEART OF WICKER LARGE,weekday_seasonal_mean,statistical,14
22471,TV DINNER TRAY AIR HOSTESS,seasonal_naive_lag_7,statistical,14
22472,TV DINNER TRAY DOLLY GIRL,lstm,deep_learning,14
22473,TV DINNER TRAY VINTAGE PAISLEY,lstm,deep_learning,14
22474,SPACEBOY TV DINNER TRAY,gru,deep_learning,14
22475,SKULL DESIGN TV DINNER TRAY,weekday_seasonal_mean,statistical,14
22476,EMPIRE UNION JACK TV DINNER TRAY,seasonal_naive_lag_7,statistical,14
22477,WATERING CAN GARDEN MARKER,lstm,deep_learning,14
22478,BIRDHOUSE GARDEN MARKER,gru,deep_learning,14
22479,DAISY GARDEN MARKER,lstm,deep_learning,14
22480,RED TEA TOWEL CLASSIC DESIGN,moving_average_7,statistical,14
22481,BLACK TEA TOWEL CLASSIC DESIGN,lstm,deep_learning,14
22482,BLUE TEA TOWEL CLASSIC DESIGN,moving_average_7,statistical,14
22483,RED GINGHAM TEDDY BEAR,weekday_seasonal_mean,statistical,14
22485,SET OF 2 WOODEN MARKET CRATES,gru,deep_learning,14
22486,PLASMATRONIC LAMP,weekday_seasonal_mean,statistical,14
22487,WHITE WOOD GARDEN PLANT LADDER,weekday_seasonal_mean,statistical,14
22488,NATURAL SLATE RECTANGLE CHALKBOARD,seasonal_naive_lag_7,statistical,14
22489,PACK OF 12 TRADITIONAL CRAYONS,weekday_seasonal_mean,statistical,14
22491,PACK OF 12 COLOURED PENCILS,weekday_seasonal_mean,statistical,14
22492,MINI PAINT SET VINTAGE,weekday_seasonal_mean,statistical,14
22493,PAINT YOUR OWN CANVAS SET,seasonal_naive_lag_7,statistical,14
22494,EMERGENCY FIRST AID TIN,weekday_seasonal_mean,statistical,14
22495,SET OF 2 ROUND TINS CAMEMBERT,lstm,deep_learning,14
22496,SET OF 2 ROUND TINS DUTCH CHEESE,lstm,deep_learning,14
22497,SET OF 2 TINS VINTAGE BATHROOM,seasonal_naive_lag_7,statistical,14
22498,WOODEN REGATTA BUNTING,lstm,deep_learning,14
22499,WOODEN UNION JACK BUNTING,seasonal_naive_lag_7,statistical,14
22500,SET OF 2 TINS JARDIN DE PROVENCE,lstm,deep_learning,14
22501,PICNIC BASKET WICKER LARGE,naive_lag_1,statistical,14
22502,PICNIC BASKET WICKER SMALL,moving_average_7,statistical,14
22503,CABIN BAG VINTAGE PAISLEY,seasonal_naive_lag_7,statistical,14
22504,CABIN BAG VINTAGE RETROSPOT,lstm,deep_learning,14
22505,MEMO BOARD COTTAGE DESIGN,lstm,deep_learning,14
22507,MEMO BOARD RETROSPOT DESIGN,lightgbm,machine_learning,14
22508,DOORSTOP RETROSPOT HEART,weekday_seasonal_mean,statistical,14
22509,SEWING BOX RETROSPOT DESIGN,seasonal_naive_lag_7,statistical,14
22510,GINGHAM BABUSHKA DOORSTOP,lstm,deep_learning,14
22511,RETROSPOT BABUSHKA DOORSTOP,lstm,deep_learning,14
22512,DOORSTOP RACING CAR DESIGN,lstm,deep_learning,14
22513,DOORSTOP FOOTBALL DESIGN,lstm,deep_learning,14
22514,CHILDS GARDEN SPADE BLUE,naive_lag_1,statistical,14
22515,CHILDS GARDEN SPADE PINK,seasonal_naive_lag_7,statistical,14
22516,CHILDS GARDEN RAKE BLUE,moving_average_7,statistical,14
22517,CHILDS GARDEN RAKE PINK,seasonal_naive_lag_7,statistical,14
22518,CHILDS GARDEN BRUSH BLUE,moving_average_7,statistical,14
22519,CHILDS GARDEN BRUSH PINK,moving_average_7,statistical,14
22520,CHILDS GARDEN TROWEL BLUE,moving_average_7,statistical,14
22521,CHILDS GARDEN TROWEL PINK,moving_average_7,statistical,14
22522,CHILDS GARDEN FORK BLUE,lstm,deep_learning,14
22523,CHILDS GARDEN FORK PINK,lstm,deep_learning,14
22524,CHILDRENS GARDEN GLOVES BLUE,moving_average_7,statistical,14
22525,CHILDRENS GARDEN GLOVES PINK,moving_average_7,statistical,14
22526,WHEELBARROW FOR CHILDREN,lstm,deep_learning,14
22528,GARDENERS KNEELING PAD,moving_average_7,statistical,14
22529,MAGIC DRAWING SLATE GO TO THE FAIR,weekday_seasonal_mean,statistical,14
22530,MAGIC DRAWING SLATE DOLLY GIRL,weekday_seasonal_mean,statistical,14
22531,MAGIC DRAWING SLATE CIRCUS PARADE,gru,deep_learning,14
22532,MAGIC DRAWING SLATE LEAP FROG,seasonal_naive_lag_7,statistical,14
22533,MAGIC DRAWING SLATE BAKE A CAKE,seasonal_naive_lag_7,statistical,14
22534,MAGIC DRAWING SLATE SPACEBOY,weekday_seasonal_mean,statistical,14
22535,MAGIC DRAWING SLATE BUNNIES,weekday_seasonal_mean,statistical,14
22536,MAGIC DRAWING SLATE PURDEY,lstm,deep_learning,14
22537,MAGIC DRAWING SLATE DINOSAUR,seasonal_naive_lag_7,statistical,14
22538,MINI JIGSAW GO TO THE FAIR,lstm,deep_learning,14
22539,MINI JIGSAW DOLLY GIRL,lstm,deep_learning,14
22540,MINI JIGSAW CIRCUS PARADE,lstm,deep_learning,14
22541,MINI JIGSAW LEAP FROG,seasonal_naive_lag_7,statistical,14
22543,MINI JIGSAW BAKE A CAKE,lstm,deep_learning,14
22544,MINI JIGSAW SPACEBOY,lstm,deep_learning,14
22545,MINI JIGSAW BUNNIES,lstm,deep_learning,14
22546,MINI JIGSAW PURDEY,lstm,deep_learning,14
22547,MINI JIGSAW DINOSAUR,weekday_seasonal_mean,statistical,14
22548,adjustment,lstm,deep_learning,14
22549,PICTURE DOMINOES,weekday_seasonal_mean,statistical,14
22550,HOLIDAY FUN LUDO,weekday_seasonal_mean,statistical,14
22551,PLASTERS IN TIN SPACEBOY,weekday_seasonal_mean,statistical,14
22553,PLASTERS IN TIN SKULLS,weekday_seasonal_mean,statistical,14
22554,PLASTERS IN TIN WOODLAND ANIMALS,weekday_seasonal_mean,statistical,14
22555,PLASTERS IN TIN STRONGMAN,weekday_seasonal_mean,statistical,14
22556,PLASTERS IN TIN CIRCUS PARADE,weekday_seasonal_mean,statistical,14
22557,PLASTERS IN TIN VINTAGE PAISLEY,weekday_seasonal_mean,statistical,14
22558,CLOTHES PEGS RETROSPOT PACK 24,gru,deep_learning,14
22559,SEASIDE FLYING DISC,lstm,deep_learning,14
22560,TRADITIONAL MODELLING CLAY,weekday_seasonal_mean,statistical,14
22561,WOODEN SCHOOL COLOURING SET,xgboost,machine_learning,14
22562,MONSTERS STENCIL CRAFT,gru,deep_learning,14
22563,HAPPY STENCIL CRAFT,gru,deep_learning,14
22564,ALPHABET STENCIL CRAFT,lstm,deep_learning,14
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,weekday_seasonal_mean,statistical,14
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,weekday_seasonal_mean,statistical,14
22567,20 DOLLY PEGS RETROSPOT,moving_average_7,statistical,14
22568,FELTCRAFT CUSHION OWL,xgboost,machine_learning,14
22569,FELTCRAFT CUSHION BUTTERFLY,moving_average_7,statistical,14
22570,UNKNOWN,lstm,deep_learning,14
22571,ROCKING HORSE RED CHRISTMAS,weekday_seasonal_mean,statistical,14
22572,ROCKING HORSE GREEN CHRISTMAS,weekday_seasonal_mean,statistical,14
22573,STAR WOODEN CHRISTMAS DECORATION,lightgbm,machine_learning,14
22574,HEART WOODEN CHRISTMAS DECORATION,seasonal_naive_lag_7,statistical,14
22575,METAL MERRY CHRISTMAS WREATH,lstm,deep_learning,14
22576,SWALLOW WOODEN CHRISTMAS DECORATION,lightgbm,machine_learning,14
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,xgboost,machine_learning,14
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,seasonal_naive_lag_7,statistical,14
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,seasonal_naive_lag_7,statistical,14
22580,ADVENT CALENDAR GINGHAM SACK,lightgbm,machine_learning,14
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,lightgbm,machine_learning,14
22582,PACK OF 6 SWEETIE GIFT BOXES,seasonal_naive_lag_7,statistical,14
22583,PACK OF 6 HANDBAG GIFT BOXES,lstm,deep_learning,14
22584,PACK OF 6 PANETTONE GIFT BOXES,lstm,deep_learning,14
22585,PACK OF 6 BIRDY GIFT TAGS,weekday_seasonal_mean,statistical,14
22586,FELTCRAFT HAIRBAND PINK AND BLUE,seasonal_naive_lag_7,statistical,14
22587,FELTCRAFT HAIRBAND RED AND BLUE,weekday_seasonal_mean,statistical,14
22588,CARD HOLDER GINGHAM HEART,weekday_seasonal_mean,statistical,14
22589,CARDHOLDER GINGHAM STAR,weekday_seasonal_mean,statistical,14
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,weekday_seasonal_mean,statistical,14
22592,CARDHOLDER HOLLY WREATH METAL,lightgbm,machine_learning,14
22593,CHRISTMAS GINGHAM STAR,xgboost,machine_learning,14
22594,CHRISTMAS GINGHAM TREE,lightgbm,machine_learning,14
22595,GINGHAM HEART DECORATION,weekday_seasonal_mean,statistical,14
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,gru,deep_learning,14
22597,MUSICAL ZINC HEART DECORATION,lightgbm,machine_learning,14
22598,CHRISTMAS MUSICAL ZINC TREE,weekday_seasonal_mean,statistical,14
22599,CHRISTMAS MUSICAL ZINC STAR,weekday_seasonal_mean,statistical,14
22600,CHRISTMAS RETROSPOT STAR WOOD,seasonal_naive_lag_7,statistical,14
22601,CHRISTMAS RETROSPOT ANGEL WOOD,lightgbm,machine_learning,14
22602,RETROSPOT WOODEN HEART DECORATION,lightgbm,machine_learning,14
22603,CHRISTMAS RETROSPOT TREE WOOD,lightgbm,machine_learning,14
22604,SET OF 4 NAPKIN CHARMS CUTLERY,weekday_seasonal_mean,statistical,14
22605,WOODEN CROQUET GARDEN SET,gru,deep_learning,14
22606,WOODEN SKITTLES GARDEN SET,naive_lag_1,statistical,14
22607,WOODEN ROUNDERS GARDEN SET,lstm,deep_learning,14
22608,PENS ASSORTED FUNKY JEWELED,weekday_seasonal_mean,statistical,14
22609,PENS ASSORTED SPACEBALL,xgboost,machine_learning,14
22610,PENS ASSORTED FUNNY FACE,weekday_seasonal_mean,statistical,14
22611,VINTAGE UNION JACK SHOPPING BAG,naive_lag_1,statistical,14
22612,TEA COSY VINTAGE UNION JACK,moving_average_7,statistical,14
22613,PACK OF 20 SPACEBOY NAPKINS,gru,deep_learning,14
22614,PACK OF 12 SPACEBOY TISSUES,weekday_seasonal_mean,statistical,14
22615,PACK OF 12 CIRCUS PARADE TISSUES,naive_lag_1,statistical,14
22616,PACK OF 12 LONDON TISSUES,weekday_seasonal_mean,statistical,14
22617,BAKING SET SPACEBOY DESIGN,weekday_seasonal_mean,statistical,14
22618,COOKING SET RETROSPOT,moving_average_7,statistical,14
22619,SET OF 6 SOLDIER SKITTLES,xgboost,machine_learning,14
22620,4 TRADITIONAL SPINNING TOPS,lightgbm,machine_learning,14
22621,TRADITIONAL KNITTING NANCY,lightgbm,machine_learning,14
22622,BOX OF VINTAGE ALPHABET BLOCKS,lstm,deep_learning,14
22623,BOX OF VINTAGE JIGSAW BLOCKS,weekday_seasonal_mean,statistical,14
22624,IVORY KITCHEN SCALES,weekday_seasonal_mean,statistical,14
